time,sdash,nstar,tempc,hrate,test_no,gammap
205.18,2.635,4139.4,137.69,20.0,14,31.42
205.57,2.633,4137.7,137.84,20.0,14,31.42
205.96,2.632,4136.9,137.96,20.0,14,31.42
206.35,2.631,4136.5,138.1,20.0,14,31.42
206.74,2.629,4134.7,138.2,20.0,14,31.42
207.12,2.626,4131.1,138.33,20.0,14,31.42
207.51,2.622,4125.3,138.46,20.0,14,31.42
207.9,2.617,4117.7,138.58,20.0,14,31.42
208.29,2.615,4111.3,138.72,20.0,14,31.42
208.68,2.613,4108.3,138.86,20.0,14,31.42
209.06,2.611,4106.0,138.99,20.0,14,31.42
209.45,2.609,4103.7,139.13,20.0,14,31.42
209.84,2.606,4101.8,139.23,20.0,14,31.42
210.23,2.603,4098.8,139.37,20.0,14,31.42
210.62,2.601,4097.7,139.5,20.0,14,31.42
211.01,2.598,4095.3,139.62,20.0,14,31.42
211.39,2.595,4093.5,139.78,20.0,14,31.42
211.78,2.594,4092.9,139.92,20.0,14,31.42
212.17,2.594,4092.4,140.06,20.0,14,31.42
212.56,2.592,4086.4,140.18,20.0,14,31.42
212.95,2.591,4083.7,140.29,20.0,14,31.42
213.34,2.591,4082.9,140.43,20.0,14,31.42
213.72,2.589,4078.8,140.55,20.0,14,31.42
214.11,2.585,4074.9,140.68,20.0,14,31.42
214.5,2.583,4072.3,140.84,20.0,14,31.42
214.89,2.579,4067.7,140.96,20.0,14,31.42
215.28,2.576,4063.4,141.11,20.0,14,31.42
215.66,2.573,4059.9,141.22,20.0,14,31.42
216.05,2.572,4058.6,141.33,20.0,14,31.42
216.44,2.573,4060.1,141.46,20.0,14,31.42
216.83,2.573,4060.5,141.58,20.0,14,31.42
217.22,2.572,4059.3,141.72,20.0,14,31.42
217.61,2.571,4059.2,141.87,20.0,14,31.42
217.99,2.568,4057.6,142.0,20.0,14,31.42
218.38,2.564,4052.1,142.15,20.0,14,31.42
218.77,2.559,4046.4,142.26,20.0,14,31.42
219.16,2.556,4041.9,142.38,20.0,14,31.42
219.55,2.554,4037.7,142.52,20.0,14,31.42
219.94,2.551,4034.4,142.63,20.0,14,31.42
220.32,2.553,4034.4,142.79,20.0,14,31.42
220.71,2.556,4035.3,142.93,20.0,14,31.42
221.1,2.554,4034.1,143.06,20.0,14,31.42
221.49,2.553,4032.0,143.19,20.0,14,31.42
221.88,2.552,4029.9,143.3,20.0,14,31.42
222.27,2.546,4025.2,143.44,20.0,14,31.42
222.65,2.542,4020.8,143.57,20.0,14,31.42
223.04,2.537,4016.7,143.69,20.0,14,31.42
223.43,2.534,4014.5,143.84,20.0,14,31.42
223.82,2.532,4011.6,143.97,20.0,14,31.42
224.21,2.53,4010.3,144.11,20.0,14,31.42
224.59,2.532,4011.8,144.23,20.0,14,31.42
224.98,2.534,4014.0,144.34,20.0,14,31.42
225.37,2.534,4013.8,144.47,20.0,14,31.42
225.76,2.535,4012.4,144.59,20.0,14,31.42
226.15,2.535,4011.3,144.73,20.0,14,31.42
226.54,2.532,4006.6,144.88,20.0,14,31.42
226.92,2.528,4001.4,145.0,20.0,14,31.42
227.31,2.525,3999.0,145.15,20.0,14,31.42
227.7,2.522,3996.3,145.24,20.0,14,31.42
228.09,2.518,3992.9,145.34,20.0,14,31.42
228.48,2.517,3992.4,145.49,20.0,14,31.42
228.87,2.519,3993.3,145.61,20.0,14,31.42
229.25,2.519,3993.9,145.77,20.0,14,31.42
229.64,2.518,3992.2,145.87,20.0,14,31.42
230.03,2.52,3990.0,146.0,20.0,14,31.42
230.42,2.519,3989.6,146.14,20.0,14,31.42
230.81,2.515,3986.1,146.26,20.0,14,31.42
231.19,2.511,3980.9,146.39,20.0,14,31.42
231.58,2.51,3979.5,146.53,20.0,14,31.42
231.97,2.506,3977.1,146.66,20.0,14,31.42
232.36,2.502,3972.5,146.8,20.0,14,31.42
232.75,2.5,3967.9,146.92,20.0,14,31.42
233.14,2.5,3967.1,147.05,20.0,14,31.42
233.52,2.5,3968.7,147.17,20.0,14,31.42
233.91,2.502,3970.3,147.29,20.0,14,31.42
234.3,2.501,3969.7,147.43,20.0,14,31.42
234.69,2.502,3971.9,147.56,20.0,14,31.42
235.08,2.501,3972.2,147.7,20.0,14,31.42
235.47,2.498,3968.5,147.82,20.0,14,31.42
235.85,2.496,3966.6,147.93,20.0,14,31.42
236.24,2.496,3967.8,148.07,20.0,14,31.42
236.63,2.493,3965.3,148.18,20.0,14,31.42
237.02,2.49,3962.2,148.31,20.0,14,31.42
237.41,2.487,3959.9,148.45,20.0,14,31.42
237.79,2.485,3955.4,148.57,20.0,14,31.42
238.18,2.484,3950.9,148.73,20.0,14,31.42
238.57,2.483,3948.9,148.83,20.0,14,31.42
238.96,2.484,3948.5,148.96,20.0,14,31.42
239.35,2.483,3947.0,149.1,20.0,14,31.42
239.74,2.481,3945.1,149.21,20.0,14,31.42
240.12,2.479,3942.2,149.34,20.0,14,31.42
240.51,2.477,3938.9,149.49,20.0,14,31.42
240.9,2.474,3935.3,149.61,20.0,14,31.42
241.29,2.475,3937.0,149.76,20.0,14,31.42
241.68,2.475,3938.6,149.87,20.0,14,31.42
242.07,2.478,3942.8,150.01,20.0,14,31.42
242.45,2.478,3942.7,150.15,20.0,14,31.42
242.84,2.48,3944.9,150.27,20.0,14,31.42
243.23,2.478,3940.3,150.41,20.0,14,31.42
243.62,2.476,3937.2,150.54,20.0,14,31.42
244.01,2.474,3933.8,150.69,20.0,14,31.42
244.4,2.474,3934.0,150.82,20.0,14,31.42
244.78,2.471,3929.0,150.94,20.0,14,31.42
245.17,2.469,3928.8,151.07,20.0,14,31.42
245.56,2.468,3926.2,151.19,20.0,14,31.42
245.95,2.465,3922.7,151.32,20.0,14,31.42
246.34,2.463,3920.3,151.46,20.0,14,31.42
246.72,2.463,3919.8,151.58,20.0,14,31.42
247.11,2.462,3919.0,151.72,20.0,14,31.42
247.5,2.463,3919.9,151.85,20.0,14,31.42
247.89,2.462,3919.5,151.97,20.0,14,31.42
248.28,2.459,3918.7,152.11,20.0,14,31.42
248.67,2.458,3918.4,152.21,20.0,14,31.42
249.05,2.457,3918.0,152.34,20.0,14,31.42
249.44,2.455,3916.8,152.49,20.0,14,31.42
249.83,2.455,3917.2,152.61,20.0,14,31.42
250.22,2.459,3918.6,152.75,20.0,14,31.42
250.61,2.461,3919.4,152.89,20.0,14,31.42
251.0,2.462,3918.0,153.0,20.0,14,31.42
251.38,2.463,3917.3,153.14,20.0,14,31.42
251.77,2.462,3916.4,153.25,20.0,14,31.42
252.16,2.459,3913.8,153.38,20.0,14,31.42
252.55,2.456,3911.5,153.52,20.0,14,31.42
252.94,2.452,3910.5,153.66,20.0,14,31.42
253.32,2.448,3908.4,153.79,20.0,14,31.42
253.71,2.448,3907.8,153.93,20.0,14,31.42
254.1,2.446,3908.2,154.05,20.0,14,31.42
254.49,2.445,3908.2,154.18,20.0,14,31.42
254.88,2.447,3907.9,154.3,20.0,14,31.42
255.27,2.451,3910.4,154.44,20.0,14,31.42
255.65,2.451,3908.7,154.56,20.0,14,31.42
256.04,2.453,3907.3,154.71,20.0,14,31.42
256.43,2.454,3908.0,154.84,20.0,14,31.42
256.82,2.453,3906.6,154.96,20.0,14,31.42
257.21,2.449,3903.6,155.1,20.0,14,31.42
257.6,2.446,3901.9,155.21,20.0,14,31.42
257.98,2.444,3899.6,155.34,20.0,14,31.42
258.37,2.443,3898.1,155.48,20.0,14,31.42
258.76,2.444,3899.7,155.6,20.0,14,31.42
259.15,2.447,3903.0,155.74,20.0,14,31.42
259.54,2.448,3903.8,155.87,20.0,14,31.42
259.93,2.449,3903.6,155.99,20.0,14,31.42
260.31,2.45,3904.3,156.14,20.0,14,31.42
260.7,2.448,3902.0,156.25,20.0,14,31.42
261.09,2.446,3898.2,156.38,20.0,14,31.42
261.48,2.444,3897.0,156.52,20.0,14,31.42
261.87,2.443,3895.6,156.65,20.0,14,31.42
262.25,2.442,3892.6,156.78,20.0,14,31.42
262.64,2.444,3893.4,156.92,20.0,14,31.42
263.03,2.447,3895.4,157.04,20.0,14,31.42
263.42,2.448,3896.2,157.17,20.0,14,31.42
263.81,2.447,3894.2,157.3,20.0,14,31.42
264.2,2.449,3894.9,157.43,20.0,14,31.42
264.58,2.447,3893.4,157.55,20.0,14,31.42
264.97,2.443,3890.8,157.7,20.0,14,31.42
265.36,2.443,3891.2,157.83,20.0,14,31.42
265.75,2.443,3894.3,157.95,20.0,14,31.42
266.14,2.441,3893.3,158.08,20.0,14,31.42
266.53,2.442,3893.6,158.19,20.0,14,31.42
266.91,2.445,3895.3,158.31,20.0,14,31.42
267.3,2.448,3896.4,158.45,20.0,14,31.42
267.69,2.45,3896.8,158.57,20.0,14,31.42
268.08,2.45,3897.3,158.72,20.0,14,31.42
268.47,2.45,3898.3,158.85,20.0,14,31.42
268.85,2.449,3898.1,158.97,20.0,14,31.42
269.24,2.447,3897.3,159.11,20.0,14,31.42
269.63,2.447,3898.6,159.22,20.0,14,31.42
270.02,2.446,3899.6,159.34,20.0,14,31.42
270.41,2.446,3899.8,159.49,20.0,14,31.42
270.8,2.447,3902.8,159.6,20.0,14,31.42
271.18,2.449,3905.1,159.74,20.0,14,31.42
271.57,2.451,3904.7,159.87,20.0,14,31.42
271.96,2.453,3904.6,159.98,20.0,14,31.42
272.35,2.454,3904.5,160.13,20.0,14,31.42
272.74,2.454,3903.9,160.25,20.0,14,31.42
273.13,2.454,3901.7,160.39,20.0,14,31.42
273.51,2.453,3901.2,160.52,20.0,14,31.42
273.9,2.453,3903.0,160.66,20.0,14,31.42
274.29,2.454,3903.1,160.8,20.0,14,31.42
274.68,2.456,3903.9,160.92,20.0,14,31.42
275.07,2.46,3908.0,161.04,20.0,14,31.42
275.46,2.463,3909.8,161.17,20.0,14,31.42
275.84,2.465,3909.4,161.29,20.0,14,31.42
276.23,2.466,3909.6,161.41,20.0,14,31.42
276.62,2.466,3910.3,161.52,20.0,14,31.42
277.01,2.465,3910.0,161.67,20.0,14,31.42
277.4,2.463,3910.8,161.81,20.0,14,31.42
277.78,2.462,3912.2,161.95,20.0,14,31.42
278.17,2.462,3913.3,162.1,20.0,14,31.42
278.56,2.464,3913.3,162.21,20.0,14,31.42
278.95,2.466,3915.1,162.34,20.0,14,31.42
279.34,2.47,3918.2,162.45,20.0,14,31.42
279.73,2.472,3918.3,162.56,20.0,14,31.42
280.11,2.473,3918.7,162.71,20.0,14,31.42
280.5,2.475,3922.1,162.84,20.0,14,31.42
280.89,2.475,3922.7,162.99,20.0,14,31.42
281.28,2.476,3924.2,163.14,20.0,14,31.42
281.67,2.48,3929.8,163.25,20.0,14,31.42
282.06,2.482,3933.8,163.38,20.0,14,31.42
282.44,2.483,3934.7,163.48,20.0,14,31.42
282.83,2.487,3936.4,163.61,20.0,14,31.42
283.22,2.489,3937.2,163.76,20.0,14,31.42
283.61,2.488,3935.6,163.89,20.0,14,31.42
284.0,2.488,3934.9,164.04,20.0,14,31.42
284.38,2.49,3936.6,164.18,20.0,14,31.42
284.77,2.492,3941.7,164.29,20.0,14,31.42
285.16,2.495,3946.4,164.41,20.0,14,31.42
285.55,2.491,3941.0,164.51,20.0,14,31.42
285.94,2.494,3944.8,164.66,20.0,14,31.42
286.33,2.496,3948.6,164.8,20.0,14,31.42
286.71,2.5,3950.3,164.93,20.0,14,31.42
287.1,2.505,3954.0,165.09,20.0,14,31.42
287.49,2.514,3963.5,165.21,20.0,14,31.42
287.88,2.516,3962.2,165.33,20.0,14,31.42
288.27,2.519,3962.2,165.45,20.0,14,31.42
288.66,2.521,3963.6,165.55,20.0,14,31.42
289.04,2.523,3965.3,165.7,20.0,14,31.42
289.43,2.526,3968.8,165.84,20.0,14,31.42
289.82,2.529,3974.2,165.98,20.0,14,31.42
290.21,2.532,3979.4,166.14,20.0,14,31.42
290.6,2.534,3983.0,166.24,20.0,14,31.42
290.98,2.538,3987.9,166.37,20.0,14,31.42
291.37,2.542,3993.0,166.47,20.0,14,31.42
291.76,2.545,3994.2,166.6,20.0,14,31.42
292.15,2.548,3993.7,166.74,20.0,14,31.42
292.54,2.553,3996.5,166.87,20.0,14,31.42
292.93,2.556,3999.8,167.02,20.0,14,31.42
293.31,2.561,4003.9,167.16,20.0,14,31.42
293.7,2.566,4010.4,167.27,20.0,14,31.42
294.09,2.573,4018.5,167.39,20.0,14,31.42
294.48,2.577,4023.3,167.5,20.0,14,31.42
294.87,2.582,4027.0,167.64,20.0,14,31.42
295.26,2.587,4030.6,167.79,20.0,14,31.42
295.64,2.592,4035.2,167.92,20.0,14,31.42
296.03,2.593,4035.1,168.08,20.0,14,31.42
296.42,2.599,4037.2,168.2,20.0,14,31.42
296.81,2.603,4042.4,168.32,20.0,14,31.42
297.2,2.607,4047.7,168.43,20.0,14,31.42
297.59,2.612,4051.9,168.54,20.0,14,31.42
297.97,2.618,4057.7,168.68,20.0,14,31.42
298.36,2.623,4063.2,168.82,20.0,14,31.42
298.75,2.628,4067.9,168.96,20.0,14,31.42
299.14,2.633,4072.1,169.11,20.0,14,31.42
299.53,2.64,4079.4,169.23,20.0,14,31.42
299.91,2.648,4088.8,169.36,20.0,14,31.42
300.3,2.657,4097.9,169.47,20.0,14,31.42
300.69,2.666,4106.0,169.57,20.0,14,31.42
301.08,2.675,4115.0,169.71,20.0,14,31.42
301.47,2.683,4121.2,169.84,20.0,14,31.42
301.86,2.689,4126.3,169.98,20.0,14,31.42
302.24,2.695,4133.6,170.14,20.0,14,31.42
302.63,2.701,4141.4,170.25,20.0,14,31.42
303.02,2.708,4147.7,170.38,20.0,14,31.42
303.41,2.714,4154.5,170.48,20.0,14,31.42
303.8,2.721,4160.4,170.6,20.0,14,31.42
304.19,2.728,4165.3,170.76,20.0,14,31.42
304.57,2.735,4171.5,170.89,20.0,14,31.42
304.96,2.742,4177.4,171.04,20.0,14,31.42
305.35,2.75,4184.1,171.18,20.0,14,31.42
305.74,2.757,4191.6,171.29,20.0,14,31.42
306.13,2.766,4201.0,171.41,20.0,14,31.42
306.51,2.774,4208.7,171.51,20.0,14,31.42
306.9,2.785,4220.6,171.64,20.0,14,31.42
307.29,2.794,4230.0,171.79,20.0,14,31.42
307.68,2.802,4238.4,171.94,20.0,14,31.42
308.07,2.813,4246.6,172.08,20.0,14,31.42
308.46,2.822,4255.1,172.2,20.0,14,31.42
308.84,2.833,4265.1,172.32,20.0,14,31.42
309.23,2.846,4277.1,172.44,20.0,14,31.42
309.62,2.856,4286.9,172.54,20.0,14,31.42
310.01,2.866,4296.1,172.69,20.0,14,31.42
310.4,2.878,4307.8,172.82,20.0,14,31.42
310.79,2.891,4319.5,172.97,20.0,14,31.42
311.17,2.904,4331.6,173.13,20.0,14,31.42
311.56,2.919,4346.0,173.24,20.0,14,31.42
311.95,2.934,4361.0,173.36,20.0,14,31.42
312.34,2.946,4373.0,173.47,20.0,14,31.42
312.73,2.959,4383.6,173.58,20.0,14,31.42
313.12,2.973,4394.4,173.74,20.0,14,31.42
313.5,2.988,4406.6,173.85,20.0,14,31.42
313.89,3.004,4418.5,174.0,20.0,14,31.42
314.28,3.02,4431.7,174.14,20.0,14,31.42
314.67,3.035,4444.4,174.26,20.0,14,31.42
315.06,3.05,4459.8,174.38,20.0,14,31.42
315.44,3.066,4474.2,174.49,20.0,14,31.42
315.83,3.082,4488.4,174.61,20.0,14,31.42
316.22,3.1,4506.1,174.76,20.0,14,31.42
316.61,3.12,4525.6,174.9,20.0,14,31.42
317.0,3.141,4546.2,175.04,20.0,14,31.42
317.39,3.161,4568.5,175.18,20.0,14,31.42
317.77,3.18,4589.1,175.3,20.0,14,31.42
318.16,3.197,4606.5,175.42,20.0,14,31.42
318.55,3.214,4623.1,175.52,20.0,14,31.42
318.94,3.229,4635.8,175.66,20.0,14,31.42
319.33,3.246,4649.9,175.79,20.0,14,31.42
319.72,3.266,4668.3,175.95,20.0,14,31.42
320.1,3.289,4688.2,176.1,20.0,14,31.42
320.49,3.312,4707.4,176.22,20.0,14,31.42
320.88,3.337,4728.3,176.34,20.0,14,31.42
321.27,3.363,4750.7,176.46,20.0,14,31.42
321.66,3.388,4773.8,176.56,20.0,14,31.42
322.04,3.413,4797.9,176.72,20.0,14,31.42
322.43,3.44,4824.1,176.83,20.0,14,31.42
322.82,3.466,4851.1,176.97,20.0,14,31.42
323.21,3.491,4875.0,177.09,20.0,14,31.42
323.6,3.515,4898.3,177.19,20.0,14,31.42
323.99,3.54,4923.2,177.33,20.0,14,31.42
324.37,3.567,4948.8,177.45,20.0,14,31.42
324.76,3.595,4973.4,177.59,20.0,14,31.42
325.15,3.623,4999.2,177.75,20.0,14,31.42
325.54,3.653,5026.7,177.87,20.0,14,31.42
325.93,3.683,5053.7,178.0,20.0,14,31.42
326.32,3.715,5082.6,178.12,20.0,14,31.42
326.7,3.749,5114.2,178.22,20.0,14,31.42
327.09,3.784,5148.8,178.37,20.0,14,31.42
327.48,3.819,5182.3,178.5,20.0,14,31.42
327.87,3.853,5215.4,178.64,20.0,14,31.42
328.26,3.886,5247.9,178.79,20.0,14,31.42
328.65,3.918,5280.2,178.92,20.0,14,31.42
329.03,3.952,5312.0,179.04,20.0,14,31.42
329.42,3.988,5346.0,179.16,20.0,14,31.42
329.81,4.028,5384.2,179.27,20.0,14,31.42
330.2,4.068,5423.9,179.4,20.0,14,31.42
330.59,4.11,5463.0,179.55,20.0,14,31.42
330.97,4.153,5504.4,179.7,20.0,14,31.42
331.36,4.197,5548.3,179.82,20.0,14,31.42
331.75,4.242,5592.0,179.96,20.0,14,31.42
332.14,4.286,5635.3,180.08,20.0,14,31.42
332.53,4.331,5680.2,180.19,20.0,14,31.42
332.92,4.376,5725.3,180.31,20.0,14,31.42
333.3,4.42,5768.2,180.43,20.0,14,31.42
333.69,4.462,5809.8,180.57,20.0,14,31.42
334.08,4.509,5854.9,180.74,20.0,14,31.42
334.47,4.557,5900.8,180.86,20.0,14,31.42
334.86,4.604,5945.4,180.99,20.0,14,31.42
335.25,4.653,5993.8,181.11,20.0,14,31.42
335.63,4.707,6047.9,181.21,20.0,14,31.42
336.02,4.757,6096.0,181.36,20.0,14,31.42
336.41,4.809,6146.9,181.49,20.0,14,31.42
336.8,4.86,6198.0,181.63,20.0,14,31.42
337.19,4.916,6251.3,181.78,20.0,14,31.42
337.57,4.969,6302.7,181.91,20.0,14,31.42
337.96,5.022,6356.9,182.02,20.0,14,31.42
338.35,5.078,6413.6,182.15,20.0,14,31.42
338.74,5.141,6475.3,182.26,20.0,14,31.42
339.13,5.199,6535.1,182.39,20.0,14,31.42
339.52,5.26,6594.9,182.53,20.0,14,31.42
339.9,5.322,6658.7,182.68,20.0,14,31.42
340.29,5.385,6722.3,182.82,20.0,14,31.42
340.68,5.445,6782.8,182.96,20.0,14,31.42
341.07,5.505,6842.2,183.07,20.0,14,31.42
341.46,5.568,6905.3,183.19,20.0,14,31.42
341.85,5.633,6970.6,183.31,20.0,14,31.42
342.23,5.697,7036.0,183.43,20.0,14,31.42
342.62,5.763,7103.2,183.58,20.0,14,31.42
343.01,5.832,7174.9,183.73,20.0,14,31.42
343.4,5.902,7247.2,183.85,20.0,14,31.42
343.79,5.97,7316.3,183.99,20.0,14,31.42
344.17,6.039,7385.4,184.11,20.0,14,31.42
344.56,6.108,7458.2,184.21,20.0,14,31.42
344.95,6.176,7531.3,184.35,20.0,14,31.42
345.34,6.242,7600.7,184.46,20.0,14,31.42
345.73,6.31,7672.3,184.61,20.0,14,31.42
346.12,6.381,7748.6,184.76,20.0,14,31.42
346.5,6.452,7823.6,184.89,20.0,14,31.42
346.89,6.522,7896.4,185.02,20.0,14,31.42
347.28,6.591,7970.7,185.14,20.0,14,31.42
347.67,6.664,8048.0,185.24,20.0,14,31.42
348.06,6.735,8121.1,185.38,20.0,14,31.42
348.45,6.803,8192.0,185.5,20.0,14,31.42
348.83,6.872,8264.5,185.64,20.0,14,31.42
349.22,6.946,8343.2,185.79,20.0,14,31.42
349.61,7.019,8419.5,185.93,20.0,14,31.42
350.0,7.091,8496.0,186.05,20.0,14,31.42
350.39,7.168,8578.3,186.17,20.0,14,31.42
350.78,7.242,8657.4,186.29,20.0,14,31.42
351.16,7.311,8731.4,186.42,20.0,14,31.42
351.55,7.379,8805.6,186.56,20.0,14,31.42
351.94,7.448,8877.9,186.71,20.0,14,31.42
352.33,7.515,8948.4,186.84,20.0,14,31.42
352.72,7.584,9022.7,186.98,20.0,14,31.42
353.1,7.652,9097.8,187.1,20.0,14,31.42
353.49,7.719,9171.3,187.21,20.0,14,31.42
353.88,7.784,9243.0,187.34,20.0,14,31.42
354.27,7.851,9313.5,187.46,20.0,14,31.42
354.66,7.919,9383.9,187.6,20.0,14,31.42
355.05,7.986,9453.0,187.76,20.0,14,31.42
355.43,8.052,9521.1,187.88,20.0,14,31.42
355.82,8.118,9595.0,188.01,20.0,14,31.42
356.21,8.184,9669.9,188.13,20.0,14,31.42
356.6,8.247,9741.8,188.23,20.0,14,31.42
356.99,8.308,9811.4,188.37,20.0,14,31.42
357.38,8.372,9884.1,188.5,20.0,14,31.42
357.76,8.44,9958.0,188.63,20.0,14,31.42
358.15,8.501,10026.4,188.79,20.0,14,31.42
358.54,8.564,10094.6,188.92,20.0,14,31.42
358.93,8.627,10164.3,189.04,20.0,14,31.42
359.32,8.689,10230.2,189.17,20.0,14,31.42
359.7,8.746,10292.7,189.27,20.0,14,31.42
360.09,8.805,10358.0,189.41,20.0,14,31.42
360.48,8.863,10421.3,189.55,20.0,14,31.42
360.87,8.924,10487.8,189.69,20.0,14,31.42
361.26,8.981,10552.1,189.83,20.0,14,31.42
361.65,9.038,10613.3,189.97,20.0,14,31.42
362.03,9.094,10674.7,190.08,20.0,14,31.42
362.42,9.152,10737.5,190.2,20.0,14,31.42
362.81,9.208,10797.5,190.31,20.0,14,31.42
363.2,9.265,10857.1,190.43,20.0,14,31.42
363.59,9.322,10918.1,190.58,20.0,14,31.42
363.98,9.379,10980.1,190.73,20.0,14,31.42
364.36,9.435,11040.8,190.85,20.0,14,31.42
364.75,9.491,11103.9,190.99,20.0,14,31.42
365.14,9.547,11168.8,191.12,20.0,14,31.42
365.53,9.601,11229.6,191.22,20.0,14,31.42
365.92,9.654,11288.7,191.36,20.0,14,31.42
366.31,9.709,11349.5,191.47,20.0,14,31.42
366.69,9.764,11407.2,191.61,20.0,14,31.42
367.08,9.818,11463.0,191.77,20.0,14,31.42
367.47,9.87,11516.4,191.9,20.0,14,31.42
367.86,9.924,11571.9,192.02,20.0,14,31.42
368.25,9.973,11621.5,192.15,20.0,14,31.42
368.63,10.021,11673.7,192.24,20.0,14,31.42
369.02,10.066,11723.7,192.38,20.0,14,31.42
369.41,10.119,11784.3,192.51,20.0,14,31.42
369.8,10.167,11840.9,192.64,20.0,14,31.42
370.19,10.216,11897.6,192.76,20.0,14,31.42
370.58,10.265,11950.6,192.9,20.0,14,31.42
370.96,10.316,12005.1,193.01,20.0,14,31.42
371.35,10.365,12054.6,193.14,20.0,14,31.42
371.74,10.415,12107.1,193.28,20.0,14,31.42
372.13,10.466,12162.8,193.41,20.0,14,31.42
372.52,10.517,12220.5,193.56,20.0,14,31.42
372.91,10.565,12277.3,193.67,20.0,14,31.42
373.29,10.612,12332.7,193.78,20.0,14,31.42
373.68,10.66,12386.3,193.92,20.0,14,31.42
374.07,10.709,12441.0,194.04,20.0,14,31.42
374.46,10.755,12492.6,194.18,20.0,14,31.42
374.85,10.798,12539.7,194.32,20.0,14,31.42
375.23,10.842,12586.3,194.44,20.0,14,31.42
375.62,10.887,12634.2,194.58,20.0,14,31.42
376.01,10.931,12682.1,194.71,20.0,14,31.42
376.4,10.979,12732.8,194.82,20.0,14,31.42
376.79,11.031,12789.2,194.95,20.0,14,31.42
377.18,11.08,12845.1,195.07,20.0,14,31.42
377.56,11.127,12896.5,195.2,20.0,14,31.42
377.95,11.172,12945.3,195.35,20.0,14,31.42
378.34,11.217,12990.9,195.47,20.0,14,31.42
378.73,11.261,13035.0,195.61,20.0,14,31.42
379.12,11.309,13085.4,195.74,20.0,14,31.42
379.51,11.356,13133.2,195.87,20.0,14,31.42
379.89,11.408,13191.2,195.98,20.0,14,31.42
380.28,11.457,13248.5,196.12,20.0,14,31.42
380.67,11.503,13302.2,196.25,20.0,14,31.42
381.06,11.55,13353.5,196.39,20.0,14,31.42
381.45,11.595,13406.0,196.53,20.0,14,31.42
381.84,11.638,13451.8,196.65,20.0,14,31.42
382.22,11.684,13502.2,196.76,20.0,14,31.42
382.61,11.731,13553.2,196.91,20.0,14,31.42
383.0,11.777,13601.0,197.04,20.0,14,31.42
383.39,11.822,13646.1,197.18,20.0,14,31.42
383.78,11.868,13691.7,197.3,20.0,14,31.42
384.16,11.915,13738.4,197.42,20.0,14,31.42
384.55,11.961,13787.1,197.57,20.0,14,31.42
384.94,12.009,13839.2,197.69,20.0,14,31.42
385.33,12.059,13895.6,197.8,20.0,14,31.42
385.72,12.107,13951.6,197.95,20.0,14,31.42
386.11,12.154,14004.9,198.08,20.0,14,31.42
386.49,12.199,14055.2,198.22,20.0,14,31.42
386.88,12.245,14103.2,198.34,20.0,14,31.42
387.27,12.29,14148.1,198.47,20.0,14,31.42
387.66,12.336,14192.7,198.6,20.0,14,31.42
388.05,12.382,14237.2,198.73,20.0,14,31.42
388.44,12.431,14288.3,198.84,20.0,14,31.42
388.82,12.478,14338.7,198.99,20.0,14,31.42
389.21,12.504,14368.3,199.08,20.0,14,31.42
389.6,12.528,14395.8,199.08,20.0,14,31.42
1.74,8.919,11316.6,70.04,30.0,15,31.42
2.0,8.912,11115.9,70.04,30.0,15,31.42
2.26,8.844,10960.6,70.04,30.0,15,31.42
2.51,8.73,10850.8,70.05,30.0,15,31.42
2.77,8.662,10772.0,70.05,30.0,15,31.42
3.03,8.605,10704.4,70.06,30.0,15,31.42
3.29,8.555,10644.5,70.06,30.0,15,31.42
3.55,8.51,10592.1,70.07,30.0,15,31.42
3.81,8.469,10543.0,70.09,30.0,15,31.42
4.06,8.432,10498.4,70.12,30.0,15,31.42
4.32,8.4,10460.5,70.14,30.0,15,31.42
4.58,8.369,10423.9,70.17,30.0,15,31.42
4.84,8.338,10387.5,70.21,30.0,15,31.42
5.1,8.306,10350.9,70.25,30.0,15,31.42
5.36,8.274,10313.2,70.29,30.0,15,31.42
5.61,8.244,10277.4,70.35,30.0,15,31.42
5.87,8.216,10243.5,70.42,30.0,15,31.42
6.13,8.188,10210.6,70.52,30.0,15,31.42
6.39,8.16,10177.1,70.59,30.0,15,31.42
6.65,8.133,10143.2,70.71,30.0,15,31.42
6.9,8.105,10111.1,70.81,30.0,15,31.42
7.16,8.079,10080.2,70.95,30.0,15,31.42
7.42,8.053,10049.6,71.05,30.0,15,31.42
7.68,8.025,10018.2,71.16,30.0,15,31.42
7.94,7.997,9986.7,71.29,30.0,15,31.42
8.2,7.968,9954.8,71.4,30.0,15,31.42
8.45,7.937,9922.2,71.51,30.0,15,31.42
8.71,7.907,9889.0,71.64,30.0,15,31.42
8.97,7.877,9856.2,71.81,30.0,15,31.42
9.23,7.846,9824.3,71.97,30.0,15,31.42
9.49,7.815,9790.2,72.11,30.0,15,31.42
9.74,7.785,9756.3,72.31,30.0,15,31.42
10.0,7.755,9723.4,72.49,30.0,15,31.42
10.26,7.729,9693.9,72.65,30.0,15,31.42
10.52,7.703,9665.6,72.78,30.0,15,31.42
10.78,7.678,9637.5,72.92,30.0,15,31.42
11.04,7.652,9608.5,73.1,30.0,15,31.42
11.29,7.627,9580.5,73.23,30.0,15,31.42
11.55,7.602,9552.7,73.35,30.0,15,31.42
11.81,7.577,9525.0,73.49,30.0,15,31.42
12.07,7.553,9499.1,73.7,30.0,15,31.42
